pclass,sex_male,sex_female,age,sibsp,parch,fare,embarked_C,embarked_S,embarked_Q,embarked_
3.0,1.0,0.0,25.0,1.0,0.0,7.775,0.0,1.0,0.0,0.0
1.0,1.0,0.0,50.0,1.0,0.0,106.425,1.0,0.0,0.0,0.0
3.0,1.0,0.0,27.63722788422923,0.0,0.0,7.55,0.0,1.0,0.0,0.0
2.0,1.0,0.0,22.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
1.0,0.0,1.0,16.0,0.0,1.0,57.9792,1.0,0.0,0.0,0.0
3.0,1.0,0.0,25.85071919312419,0.0,0.0,7.2292,1.0,0.0,0.0,0.0
3.0,1.0,0.0,25.904000805154716,0.0,0.0,14.4583,1.0,0.0,0.0,0.0
1.0,0.0,1.0,17.0,1.0,0.0,57.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,36.5,0.0,2.0,26.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,25.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
2.0,0.0,1.0,22.0,1.0,1.0,29.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,61.0,0.0,0.0,32.3208,0.0,1.0,0.0,0.0
3.0,0.0,1.0,27.235781002402017,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,1.0,0.0,28.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0
1.0,1.0,0.0,56.0,0.0,0.0,30.6958,1.0,0.0,0.0,0.0
3.0,0.0,1.0,28.0,0.0,0.0,7.775,0.0,1.0,0.0,0.0
2.0,1.0,0.0,16.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
1.0,0.0,1.0,30.0,0.0,0.0,164.8667,0.0,1.0,0.0,0.0
3.0,1.0,0.0,24.0,2.0,0.0,24.15,0.0,1.0,0.0,0.0
3.0,0.0,1.0,26.0,1.0,0.0,16.1,0.0,1.0,0.0,0.0
1.0,1.0,0.0,27.0,0.0,2.0,211.5,1.0,0.0,0.0,0.0
2.0,0.0,1.0,29.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,3.0,1.0,2.0,41.5792,1.0,0.0,0.0,0.0
3.0,1.0,0.0,25.0,0.0,0.0,7.25,0.0,1.0,0.0,0.0
2.0,1.0,0.0,29.0,0.0,0.0,13.8583,1.0,0.0,0.0,0.0
1.0,0.0,1.0,38.11632238591509,0.0,0.0,110.8833,1.0,0.0,0.0,0.0
3.0,1.0,0.0,27.63722788422923,0.0,0.0,7.55,0.0,1.0,0.0,0.0
1.0,0.0,1.0,38.0,1.0,0.0,71.2833,1.0,0.0,0.0,0.0
1.0,0.0,1.0,39.31672818537977,0.0,0.0,31.6833,0.0,1.0,0.0,0.0
3.0,0.0,1.0,24.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,1.0,0.0,25.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
1.0,1.0,0.0,40.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0
3.0,0.0,1.0,30.0,1.0,1.0,24.15,0.0,1.0,0.0,0.0
2.0,1.0,0.0,25.0,1.0,2.0,41.5792,1.0,0.0,0.0,0.0
3.0,1.0,0.0,25.85071919312419,0.0,0.0,7.2292,1.0,0.0,0.0,0.0
3.0,1.0,0.0,20.0,1.0,0.0,7.925,0.0,1.0,0.0,0.0
2.0,1.0,0.0,21.0,2.0,0.0,73.5,0.0,1.0,0.0,0.0
1.0,1.0,0.0,27.0,1.0,0.0,53.1,0.0,1.0,0.0,0.0
3.0,1.0,0.0,21.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.639776580670027,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,41.0,2.0,0.0,14.1083,0.0,1.0,0.0,0.0
2.0,1.0,0.0,34.83068861216602,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,19.0,1.0,1.0,36.75,0.0,1.0,0.0,0.0
1.0,0.0,1.0,30.0,0.0,0.0,56.9292,1.0,0.0,0.0,0.0
2.0,1.0,0.0,24.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,30.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.23236864662961,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,0.0,1.0,10.0,0.0,2.0,24.15,0.0,1.0,0.0,0.0
2.0,1.0,0.0,30.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,36.59286928797583,1.0,0.0,133.65,0.0,1.0,0.0,0.0
2.0,0.0,1.0,36.0,0.0,3.0,39.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0
3.0,0.0,1.0,27.234890653847803,0.0,0.0,7.6292,0.0,0.0,1.0,0.0
1.0,1.0,0.0,25.0,0.0,0.0,26.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,40.58752109723875,0.0,0.0,39.6,1.0,0.0,0.0,0.0
1.0,1.0,0.0,45.5,0.0,0.0,28.5,0.0,1.0,0.0,0.0
3.0,1.0,0.0,40.0,1.0,6.0,46.9,0.0,1.0,0.0,0.0
3.0,0.0,1.0,45.0,1.0,4.0,27.9,0.0,1.0,0.0,0.0
3.0,1.0,0.0,36.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0
1.0,1.0,0.0,23.0,0.0,0.0,93.5,0.0,1.0,0.0,0.0
1.0,1.0,0.0,49.0,1.0,1.0,110.8833,1.0,0.0,0.0,0.0
3.0,1.0,0.0,27.64542749322398,0.0,0.0,8.6625,0.0,1.0,0.0,0.0
2.0,1.0,0.0,30.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
1.0,0.0,1.0,35.99005983120433,1.0,0.0,51.8625,0.0,1.0,0.0,0.0
2.0,1.0,0.0,23.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,23.396114549109715,0.0,4.0,25.4667,0.0,1.0,0.0,0.0
3.0,1.0,0.0,7.0,4.0,1.0,29.125,0.0,0.0,1.0,0.0
2.0,1.0,0.0,34.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,39.1444375171996,0.0,1.0,55.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,20.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0
3.0,0.0,1.0,31.0,1.0,1.0,20.525,0.0,1.0,0.0,0.0
2.0,0.0,1.0,4.0,1.0,1.0,23.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.635016753713792,0.0,0.0,7.25,0.0,1.0,0.0,0.0
3.0,1.0,0.0,22.0,0.0,0.0,7.5208,0.0,1.0,0.0,0.0
1.0,1.0,0.0,27.0,1.0,0.0,136.7792,1.0,0.0,0.0,0.0
2.0,1.0,0.0,27.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,23.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,27.235781002402017,0.0,0.0,7.75,0.0,0.0,1.0,0.0
2.0,1.0,0.0,34.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,28.0,1.0,0.0,82.1708,1.0,0.0,0.0,0.0
3.0,1.0,0.0,33.0,0.0,0.0,7.8958,1.0,0.0,0.0,0.0
2.0,0.0,1.0,23.0,0.0,0.0,13.7917,1.0,0.0,0.0,0.0
3.0,1.0,0.0,24.0,1.0,0.0,16.1,0.0,1.0,0.0,0.0
3.0,0.0,1.0,45.0,0.0,0.0,7.75,0.0,1.0,0.0,0.0
3.0,1.0,0.0,25.0,0.0,0.0,7.7958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,29.0,3.0,1.0,22.025,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.6397154060591,0.0,0.0,7.8875,0.0,1.0,0.0,0.0
1.0,0.0,1.0,27.0,1.0,2.0,52.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,35.0,0.0,0.0,26.2875,0.0,1.0,0.0,0.0
3.0,1.0,0.0,4.0,4.0,1.0,29.125,0.0,0.0,1.0,0.0
2.0,0.0,1.0,34.518792516214084,0.0,0.0,12.35,0.0,0.0,1.0,0.0
3.0,0.0,1.0,27.0,1.0,0.0,7.925,0.0,1.0,0.0,0.0
1.0,0.0,1.0,35.0,0.0,0.0,211.5,1.0,0.0,0.0,0.0
2.0,0.0,1.0,0.9167,1.0,2.0,27.75,0.0,1.0,0.0,0.0
3.0,1.0,0.0,26.0,1.0,0.0,7.8542,0.0,1.0,0.0,0.0
1.0,1.0,0.0,24.0,0.0,1.0,247.5208,1.0,0.0,0.0,0.0
1.0,1.0,0.0,64.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,22.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,29.0,1.0,0.0,27.7208,1.0,0.0,0.0,0.0
2.0,1.0,0.0,57.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,31.0,3.0,0.0,18.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.232952385085685,0.0,0.0,7.8292,0.0,0.0,1.0,0.0
3.0,0.0,1.0,30.0,1.0,0.0,15.55,0.0,1.0,0.0,0.0
3.0,0.0,1.0,45.0,1.0,0.0,14.1083,0.0,1.0,0.0,0.0
2.0,1.0,0.0,25.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,32.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
1.0,1.0,0.0,49.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,24.0,0.0,0.0,7.4958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,16.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0
1.0,1.0,0.0,42.271427436079385,0.0,0.0,26.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,19.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
1.0,1.0,0.0,54.0,0.0,0.0,51.8625,0.0,1.0,0.0,0.0
3.0,0.0,1.0,27.235781002402017,0.0,0.0,7.75,0.0,0.0,1.0,0.0
1.0,1.0,0.0,46.0,1.0,0.0,61.175,0.0,1.0,0.0,0.0
2.0,0.0,1.0,27.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,40.0,1.0,1.0,134.5,1.0,0.0,0.0,0.0
3.0,1.0,0.0,20.0,0.0,0.0,9.8458,0.0,1.0,0.0,0.0
3.0,1.0,0.0,41.0,0.0,0.0,7.85,0.0,1.0,0.0,0.0
3.0,1.0,0.0,3.0,1.0,1.0,15.9,0.0,1.0,0.0,0.0
3.0,1.0,0.0,19.0,0.0,0.0,6.75,0.0,0.0,1.0,0.0
1.0,1.0,0.0,64.0,1.0,0.0,75.25,1.0,0.0,0.0,0.0
3.0,1.0,0.0,27.64091310175496,0.0,0.0,8.05,0.0,1.0,0.0,0.0
2.0,1.0,0.0,47.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
1.0,0.0,1.0,22.0,0.0,1.0,55.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,26.0,0.0,0.0,7.8875,0.0,1.0,0.0,0.0
1.0,0.0,1.0,21.0,2.0,2.0,262.375,1.0,0.0,0.0,0.0
1.0,1.0,0.0,25.0,1.0,0.0,55.4417,1.0,0.0,0.0,0.0
3.0,1.0,0.0,7.0,4.0,1.0,39.6875,0.0,1.0,0.0,0.0
3.0,1.0,0.0,35.0,0.0,0.0,7.125,0.0,1.0,0.0,0.0
1.0,1.0,0.0,31.0,0.0,0.0,28.5375,1.0,0.0,0.0,0.0
1.0,1.0,0.0,37.0,1.0,1.0,83.1583,1.0,0.0,0.0,0.0
3.0,0.0,1.0,3.0,1.0,1.0,13.775,0.0,1.0,0.0,0.0
3.0,1.0,0.0,22.369486182528018,1.0,0.0,6.4375,1.0,0.0,0.0,0.0
3.0,1.0,0.0,30.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0
1.0,0.0,1.0,44.0,0.0,0.0,27.7208,1.0,0.0,0.0,0.0
1.0,1.0,0.0,31.0,1.0,0.0,57.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.0,0.0,0.0,7.225,1.0,0.0,0.0,0.0
1.0,0.0,1.0,45.0,0.0,1.0,63.3583,1.0,0.0,0.0,0.0
1.0,0.0,1.0,33.0,0.0,0.0,27.7208,1.0,0.0,0.0,0.0
3.0,1.0,0.0,22.0,1.0,0.0,7.25,0.0,1.0,0.0,0.0
1.0,0.0,1.0,41.0,0.0,0.0,134.5,1.0,0.0,0.0,0.0
3.0,1.0,0.0,29.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0
3.0,1.0,0.0,14.0,4.0,1.0,39.6875,0.0,1.0,0.0,0.0
2.0,1.0,0.0,25.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,23.0,0.0,0.0,7.925,0.0,1.0,0.0,0.0
1.0,1.0,0.0,64.0,1.0,4.0,263.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,21.0,1.0,0.0,11.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,1.0,1.0,1.0,12.1833,0.0,1.0,0.0,0.0
3.0,1.0,0.0,38.0,0.0,0.0,8.6625,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.63888623211581,0.0,0.0,7.775,0.0,1.0,0.0,0.0
3.0,0.0,1.0,19.0,1.0,1.0,15.7417,1.0,0.0,0.0,0.0
3.0,1.0,0.0,16.0,4.0,1.0,39.6875,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.639776580670027,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,6.0,1.0,1.0,15.2458,1.0,0.0,0.0,0.0
3.0,1.0,0.0,19.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
3.0,1.0,0.0,18.0,1.0,1.0,7.8542,0.0,1.0,0.0,0.0
3.0,1.0,0.0,21.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
1.0,1.0,0.0,42.0,0.0,0.0,26.55,0.0,1.0,0.0,0.0
1.0,0.0,1.0,35.0,0.0,0.0,135.6333,0.0,1.0,0.0,0.0
3.0,1.0,0.0,17.0,0.0,0.0,8.6625,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.23236864662961,0.0,0.0,7.75,0.0,0.0,1.0,0.0
2.0,0.0,1.0,42.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,47.0,1.0,0.0,14.5,0.0,1.0,0.0,0.0
2.0,1.0,0.0,34.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,36.0,1.0,0.0,78.85,0.0,1.0,0.0,0.0
3.0,1.0,0.0,34.0,1.0,1.0,14.4,0.0,1.0,0.0,0.0
2.0,1.0,0.0,24.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
1.0,1.0,0.0,28.0,0.0,0.0,47.1,0.0,1.0,0.0,0.0
2.0,1.0,0.0,34.83068861216602,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,17.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0
2.0,0.0,1.0,35.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,20.0,0.0,0.0,4.0125,1.0,0.0,0.0,0.0
3.0,1.0,0.0,20.0,0.0,0.0,7.05,0.0,1.0,0.0,0.0
2.0,1.0,0.0,38.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.639654231448173,0.0,0.0,7.8792,0.0,1.0,0.0,0.0
2.0,0.0,1.0,30.0,0.0,0.0,12.35,0.0,0.0,1.0,0.0
3.0,0.0,1.0,27.235781002402017,0.0,0.0,7.75,0.0,0.0,1.0,0.0
1.0,1.0,0.0,42.39230257092338,0.0,0.0,42.4,0.0,1.0,0.0,0.0
2.0,0.0,1.0,32.5,0.0,0.0,13.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,-3.3938652664243065,8.0,2.0,69.55,0.0,1.0,0.0,0.0
3.0,1.0,0.0,36.0,0.0,0.0,7.25,0.0,1.0,0.0,0.0
3.0,0.0,1.0,47.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,30.0,1.0,1.0,26.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,62.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.0,0.0,0.0,7.8542,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.23236864662961,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,1.0,0.0,26.0,0.0,0.0,18.7875,1.0,0.0,0.0,0.0
3.0,1.0,0.0,19.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0
1.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,47.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,24.64064024000164,0.0,0.0,7.55,0.0,1.0,0.0,0.0
3.0,0.0,1.0,48.0,1.0,3.0,34.375,0.0,1.0,0.0,0.0
3.0,0.0,1.0,16.0,1.0,1.0,8.5167,1.0,0.0,0.0,0.0
2.0,1.0,0.0,28.0,0.0,0.0,13.5,0.0,1.0,0.0,0.0
3.0,1.0,0.0,27.64091310175496,0.0,0.0,8.05,0.0,1.0,0.0,0.0
3.0,1.0,0.0,26.81409168111252,1.0,0.0,15.5,0.0,0.0,1.0,0.0
3.0,0.0,1.0,32.0,1.0,1.0,15.5,0.0,0.0,1.0,0.0
1.0,0.0,1.0,60.0,1.0,4.0,263.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,21.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,1.0,0.0,19.0,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
1.0,1.0,0.0,61.0,0.0,0.0,33.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,22.0,2.0,0.0,8.6625,0.0,1.0,0.0,0.0
3.0,0.0,1.0,31.0,0.0,0.0,8.6833,0.0,1.0,0.0,0.0
2.0,0.0,1.0,27.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
3.0,1.0,0.0,40.5,0.0,0.0,15.1,0.0,1.0,0.0,0.0
2.0,1.0,0.0,31.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,27.235781002402017,0.0,0.0,7.75,0.0,0.0,1.0,0.0
1.0,1.0,0.0,42.07979612474136,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,23.0,0.0,0.0,15.0458,1.0,0.0,0.0,0.0
1.0,0.0,1.0,35.0,1.0,0.0,53.1,0.0,1.0,0.0,0.0
2.0,1.0,0.0,61.0,0.0,0.0,12.35,0.0,0.0,1.0,0.0
1.0,0.0,1.0,47.0,1.0,1.0,52.5542,0.0,1.0,0.0,0.0
2.0,1.0,0.0,2.0,1.0,1.0,23.0,0.0,1.0,0.0,0.0
3.0,0.0,1.0,9.0,1.0,1.0,15.2458,1.0,0.0,0.0,0.0
3.0,1.0,0.0,35.0,0.0,0.0,8.05,0.0,1.0,0.0,0.0
3.0,0.0,1.0,18.0,1.0,0.0,17.8,0.0,1.0,0.0,0.0
1.0,0.0,1.0,22.0,1.0,0.0,66.6,0.0,1.0,0.0,0.0
2.0,1.0,0.0,26.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,32.0,0.0,0.0,76.2917,1.0,0.0,0.0,0.0
1.0,0.0,1.0,54.0,1.0,0.0,78.2667,1.0,0.0,0.0,0.0
1.0,0.0,1.0,33.0,0.0,0.0,86.5,0.0,1.0,0.0,0.0
1.0,1.0,0.0,47.0,0.0,0.0,38.5,0.0,1.0,0.0,0.0
2.0,0.0,1.0,12.0,2.0,1.0,39.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,1.0,0.0,19.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,24.644325457527373,0.0,0.0,8.05,0.0,1.0,0.0,0.0
3.0,1.0,0.0,11.0,5.0,2.0,46.9,0.0,1.0,0.0,0.0
1.0,0.0,1.0,17.0,1.0,0.0,108.9,1.0,0.0,0.0,0.0
3.0,0.0,1.0,22.0,0.0,0.0,7.725,0.0,0.0,1.0,0.0
2.0,1.0,0.0,34.83068861216602,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0,0.0,1.0,34.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.23236864662961,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,0.0,1.0,4.0,0.0,2.0,22.025,0.0,1.0,0.0,0.0
3.0,1.0,0.0,33.0,0.0,0.0,9.5,0.0,1.0,0.0,0.0
3.0,0.0,1.0,40.0,1.0,0.0,9.475,0.0,1.0,0.0,0.0
3.0,1.0,0.0,30.23236864662961,0.0,0.0,7.75,0.0,0.0,1.0,0.0
3.0,0.0,1.0,-3.3938652664243065,8.0,2.0,69.55,0.0,1.0,0.0,0.0
2.0,0.0,1.0,40.0,1.0,1.0,39.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,31.0,0.0,0.0,50.4958,0.0,1.0,0.0,0.0
1.0,0.0,1.0,30.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0
3.0,1.0,0.0,-0.397277622196718,8.0,2.0,69.55,0.0,1.0,0.0,0.0
3.0,1.0,0.0,4.0,1.0,1.0,11.1333,0.0,1.0,0.0,0.0
1.0,0.0,1.0,23.0,0.0,1.0,83.1583,1.0,0.0,0.0,0.0
3.0,1.0,0.0,27.639776580670027,0.0,0.0,7.8958,0.0,1.0,0.0,0.0
2.0,1.0,0.0,34.92558296345361,0.0,0.0,12.875,0.0,1.0,0.0,0.0
3.0,0.0,1.0,22.0,0.0,0.0,7.25,0.0,1.0,0.0,0.0
3.0,0.0,1.0,22.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0
